NAME	TITLE	SCORE	
DROSHA		-0.048380435	
CD109		-0.048409186	
C6H1orf52		-0.048806056	
RAB3B		-0.04882008	
DEPDC1B		-0.048963074	
AARS2		-0.049100045	
SCARB1		-0.049238678	
SYT17		-0.04926415	
SNAI3		-0.049298096	
GDF15		-0.04931231	
PPWD1		-0.049368355	
ZNF236		-0.04939324	
GATA6		-0.04942613	
MAB21L4		-0.049527954	
ZNF212		-0.049617544	
FAM216B		-0.049951665	
MIR8882		-0.050036807	
ADARB2		-0.050157685	
IL13RA2		-0.05027656	
XPR1		-0.050282635	
ID4		-0.050291266	
IGSF9B		-0.05030963	
ARG2		-0.050430622	
RNASE13		-0.050541155	
CYP19A1		-0.05057609	
TSPAN33		-0.0506302	
APCDD1L		-0.050646532	
MCM2		-0.050842762	
LRRC75B		-0.05117908	
IL1RAP		-0.05121869	
ARL17A		-0.051294908	
SLC43A2		-0.051476784	
CFAP20		-0.05161407	
RPS6KA2		-0.05165504	
TTC39C		-0.051761884	
CDV3		-0.05177201	
MYO7B		-0.0520422	
CHPT1		-0.052216653	
DYNLT2B		-0.05222835	
IL1B		-0.05224892	
SLC5A2		-0.052256778	
TIMM50		-0.052468687	
ANKRD60		-0.052664906	
TMEM26		-0.052757334	
PIH1D1		-0.052821252	
IDH3A		-0.05283952	
CD44		-0.052990396	
ARL6IP6		-0.053069256	
UBE2O		-0.053110827	
MGAT4D		-0.053326752	
NIPAL1		-0.053661495	
FARS2		-0.05377617	
PLCG2		-0.053887095	
SPSB1		-0.05407574	
RBM34		-0.054122742	
ANKRD54		-0.054523896	
VCPIP1		-0.054523896	
BORCS5		-0.05458248	
YPEL5		-0.05461224	
HTR2C		-0.054683685	
EIF2S2		-0.05491015	
CCNB1IP1		-0.054932144	
NADK		-0.055003736	
MYH10		-0.055011246	
MEIOB		-0.05506258	
GSTCD		-0.0550962	
IRS4		-0.05521319	
ENDOG		-0.055219766	
FABP7		-0.055425975	
NSF		-0.0555297	
GPBAR1		-0.055534955	
CARD8		-0.05554512	
TBC1D23		-0.055839475	
VIPR1		-0.056155317	
SLC12A2		-0.0562647	
TENM4		-0.056506213	
TAF4		-0.05654591	
SYN1		-0.056545913	
CLPTM1L		-0.05656163	
HTR1D		-0.056577485	
GPR45		-0.056639485	
AHSP		-0.05674457	
MPO		-0.056975048	
PTP4A2		-0.05699834	
DNAJC15		-0.057007276	
SENP8		-0.057155516	
HDAC9		-0.05727296	
PICALM		-0.05740442	
PLBD1		-0.05770545	
AIPL1		-0.057914745	
GTPBP10		-0.058125794	
UBE2W		-0.05814607	
MLLT10		-0.058193248	
PEX6		-0.058195934	
ALKBH8		-0.058296125	
DACH1		-0.05837729	
FMO4		-0.05853001	
RRM2B		-0.05853536	
PELI1		-0.058675732	
SCAF8		-0.05876798	
INSM1		-0.058796495	
JADE1		-0.059096336	
NDUFA11		-0.059097685	
SH3TC2		-0.059127353	
MIR8903		-0.05931468	
CBX2		-0.059752367	
VIRMA		-0.0599244	
PRKAR1B		-0.059984103	
ZGRF1		-0.060013782	
HSPB3		-0.060625486	
ARHGEF2		-0.060647435	
MAP7D3		-0.060647435	
NSUN4		-0.06089101	
KDM1A		-0.061079428	
DCLK1		-0.06113928	
SCN5A		-0.06115781	
ACTR10		-0.061333764	
CPSF6		-0.061518274	
CWF19L1		-0.061524533	
COX7A2L		-0.061532717	
DENND5B		-0.061567146	
LUZP4		-0.06188186	
LSG1		-0.061896868	
CNGB3		-0.062047098	
CIC		-0.062168885	
TTYH2		-0.062227722	
ARL4D		-0.062256616	
C7H1orf100		-0.06237988	
PTPN1		-0.06254835	
HPCAL4		-0.062568836	
PRR11		-0.06261458	
ATP5IF1		-0.06269192	
PAIP1		-0.06271608	
F5		-0.06273922	
CTC1		-0.062791385	
NTNG1		-0.06287447	
ARPP21		-0.062876254	
FZD3		-0.06290271	
JSRP1		-0.063217066	
UNC79		-0.06348468	
CDCA4		-0.06362731	
SPO11		-0.063713476	
CCDC191		-0.0638388	
TMEM170A		-0.063853316	
STAMBPL1		-0.064024575	
APOH		-0.064207636	
SLC25A37		-0.064266555	
EEF2KMT		-0.06434567	
AKT2		-0.06443443	
RBKS		-0.06443482	
MED20		-0.064474136	
DNAJC16		-0.06449469	
GLT6D1		-0.064664744	
ITPRID1		-0.0646838	
RNF19A		-0.0647001	
TMEM138		-0.06473069	
TTC13		-0.06475269	
CELSR1		-0.064971946	
TTC23L		-0.06502293	
ING1		-0.06520498	
SLC44A5		-0.06533582	
PNMA8C		-0.065585904	
EIF3B		-0.065618314	
SMYD1		-0.065721616	
STK19		-0.065734714	
CDH15		-0.06589253	
ART3		-0.06602806	
HR		-0.06623655	
NUDCD2		-0.066345595	
THNSL1		-0.06656792	
INTS9		-0.066568464	
DLGAP1		-0.06661455	
CHRNA2		-0.06666654	
C1QTNF2		-0.06676199	
LENG9		-0.0668294	
CDC14B		-0.06709081	
DSCAM		-0.06711424	
FBXL5		-0.067287214	
NEBL		-0.067329824	
TIPIN		-0.06734863	
DNAH1		-0.06770395	
CFAP47		-0.06770981	
RIMBP2		-0.06783785	
MRPL39		-0.06788161	
KCNMB3		-0.06795084	
NUP133		-0.06806689	
PCBP2		-0.06823771	
PDCD2L		-0.06831478	
SOX12		-0.06838828	
NDUFAF5		-0.06843648	
RUFY3		-0.06864929	
NPHS1		-0.068727314	
IKZF4		-0.06875152	
SACS		-0.06876978	
DPH1		-0.069436885	
QKI		-0.06955181	
TIMM9		-0.06979998	
MRPL36		-0.069904	
EXOSC3		-0.07048798	
SLC17A1		-0.07061667	
DDX3X		-0.07064604	
CSTF3		-0.07067837	
ENOX1		-0.07069119	
A1BG		-0.07078906	
CIDEA		-0.07084783	
FAM170A		-0.071105786	
TMEM179B		-0.07111744	
WT1		-0.07133476	
SEMA6A		-0.07135168	
EBI3		-0.07137413	
MIR8821		-0.07147949	
SEMA4A		-0.07173235	
THEGL		-0.07178022	
PLEKHH1		-0.07233649	
SERAC1		-0.07243854	
STOML3		-0.07275258	
THADA		-0.07284952	
SLC2A2		-0.07324825	
MED25		-0.0734495	
TSPAN16		-0.07352315	
ST7L		-0.07353437	
ACSM5		-0.07354404	
FZD8		-0.073731214	
SERPINA5		-0.07375854	
PTPN23		-0.073787004	
BSN		-0.073832706	
RTCA		-0.07411305	
ACE2		-0.074342266	
SAMD11		-0.07435171	
ZRANB3		-0.074707955	
ZNF404		-0.074728295	
RNF44		-0.07493916	
SLC22A7		-0.07510246	
GPSM1		-0.07521519	
FLVCR2		-0.07521779	
JMJD4		-0.07532925	
KIAA1614		-0.07539356	
DMTF1		-0.075511836	
PHC3		-0.07558682	
DCST2		-0.0756972	
CLUL1		-0.07574322	
CTRB2		-0.07595688	
SERTAD4		-0.07609135	
ZBTB6		-0.07610534	
GMEB2		-0.07612455	
NLGN2		-0.07620031	
MEGF9		-0.07620457	
NREP		-0.076289505	
EFCAB3		-0.076341204	
CNNM4		-0.07637595	
SYT9		-0.076423146	
EME1		-0.076499045	
FBXO4		-0.07679381	
DSC1		-0.076811545	
SIPA1L2		-0.07690227	
AREG		-0.07695101	
ATAD5		-0.07703024	
TFPI		-0.07719789	
MRM3		-0.077264816	
FBXL12		-0.07728806	
NAALADL1		-0.0774132	
UNK		-0.0774592	
ABHD17B		-0.07747168	
DHX8		-0.07766127	
UBA6		-0.07791303	
ANKRD63		-0.078446195	
RSL1D1		-0.07849507	
IL1RAPL1		-0.07850037	
CCDC77		-0.07853052	
PDXP		-0.07890893	
TRAPPC8		-0.07893203	
SYNE4		-0.0790158	
STC1		-0.07918826	
GPR182		-0.07935886	
CRISPLD1		-0.07950365	
CDC37L1		-0.07964692	
SLC17A8		-0.07981143	
FAM210B		-0.07992278	
CLEC5A		-0.0802094	
LONP1		-0.08022684	
PAPOLA		-0.08023189	
KPNA4		-0.0803063	
CCNE1		-0.08031681	
FAM102A		-0.080433466	
C33H3orf52		-0.080585964	
TEX26		-0.080645256	
PLEKHG6		-0.08077335	
PAQR5		-0.08090741	
PRMT7		-0.08113405	
SPART		-0.08135366	
TMEM175		-0.08155343	
TAF1D		-0.081861794	
GPR155		-0.08197256	
CLEC2D		-0.08249562	
SLC4A5		-0.08259291	
CT55		-0.0826706	
MAGEB10		-0.08273134	
DDX54		-0.08277895	
PWP2		-0.08280499	
NLRP14		-0.082946666	
ZNF501		-0.083103694	
UCP1		-0.08322711	
ARNT		-0.08335708	
FUNDC2		-0.08336805	
MPHOSPH8		-0.08354078	
HNRNPU		-0.08403943	
SI		-0.08406505	
FMN1		-0.08417211	
GRM3		-0.08426425	
KRT222		-0.084416084	
PLA1A		-0.08454257	
DMXL2		-0.08455492	
PTH		-0.08460678	
MMD		-0.08469509	
COPS8		-0.0847452	
SLC36A3		-0.08504751	
MIR8810		-0.08507808	
RPAP3		-0.085151084	
GPX4		-0.08524452	
MYO1F		-0.08524961	
NCBP2L		-0.08532465	
ZNF687		-0.08545437	
C7H1orf116		-0.08545457	
JAM3		-0.08550895	
VCPKMT		-0.085516825	
MRPL24		-0.08558252	
EDIL3		-0.085586734	
ANGEL2		-0.08558974	
EXOSC1		-0.08576615	
WDR27		-0.08587054	
CHRM4		-0.08597666	
DCAKD		-0.08597897	
PLEKHG2		-0.08602228	
PROS1		-0.086041756	
ZNF771		-0.086284466	
LDB3		-0.08631748	
EXOC5		-0.08637395	
H2BC18		-0.08646759	
OTUD1		-0.086511716	
RAP1GDS1		-0.08664056	
RC3H1		-0.08669435	
PADI4		-0.086735085	
PPP2R3C		-0.08697454	
PHF8		-0.087125815	
PRKCG		-0.087555066	
TPI1		-0.087702066	
NOVA2		-0.087757364	
IL6R		-0.08777695	
CHD7		-0.08781826	
FCMR		-0.08787471	
COX7A1		-0.08794859	
HSDL1		-0.08801441	
HS3ST3A1		-0.0880717	
SYNJ2		-0.08819947	
SLC10A4		-0.08823428	
MBNL1		-0.08840111	
DYNLRB2		-0.08842031	
UEVLD		-0.08846773	
EFCAB7		-0.08847539	
MARCHF6		-0.08861032	
CYB5R4		-0.08869412	
CDT1		-0.08872297	
RABL2B		-0.08875601	
NR2C1		-0.08879026	
NUDT16		-0.0888257	
GFPT2		-0.08905703	
ZNF175		-0.089104265	
LRG1		-0.08913893	
CAVIN4		-0.08937654	
ZNF862		-0.08954359	
PPRC1		-0.08956791	
IL-15L		-0.08961487	
NDN		-0.08962817	
FIBP		-0.08964131	
CCDC179		-0.0896775	
PDRG1		-0.08985887	
GRK3		-0.09006618	
SLC22A31		-0.09013992	
UQCRQ		-0.09026791	
RBPJL		-0.090295464	
WASHC1		-0.090318106	
S100PBP		-0.09037291	
UBAP2L		-0.09045101	
H1-4		-0.090458386	
KIF1B		-0.09046464	
SMAD9		-0.09056332	
DNAJB4		-0.09065792	
SLC4A3		-0.09074582	
FRZB		-0.09074794	
TMEM263		-0.09082586	
CERT1		-0.09111303	
TIAM1		-0.091313906	
ZMAT3		-0.09145374	
SLC35A5		-0.09161028	
MYO10		-0.09165224	
METAP2		-0.09179267	
GPD1		-0.09207789	
HNRNPM		-0.092186235	
GPR162		-0.09251684	
CSPP1		-0.092518285	
SIT1		-0.0925406	
EPB42		-0.09305537	
APOBEC2		-0.09315484	
ITPRIPL1		-0.0933842	
MARCHF3		-0.09348107	
NMS		-0.09350922	
TXNDC2		-0.093653224	
SRMS		-0.09376774	
DGKE		-0.09377589	
WDR7		-0.09430267	
ZNF516		-0.09437086	
NT5DC2		-0.09465301	
PPIL6		-0.09490673	
HIPK3		-0.09490774	
DCAF8		-0.09508058	
PLPP1		-0.095088586	
C15H4orf46		-0.095099226	
SMIM33		-0.09514083	
PRM2		-0.09548878	
RAB11FIP2		-0.0954929	
CHRNB2		-0.09562096	
ATF6		-0.09563156	
ZYG11A		-0.095657304	
YWHAE		-0.09567844	
PCOLCE2		-0.09585333	
RRP1B		-0.0961753	
HHLA2		-0.09657864	
ADAM8		-0.096717544	
MIR8808		-0.09675456	
TBKBP1		-0.09692252	
PRKAR2A		-0.09742047	
RPAP2		-0.09752119	
COL11A1		-0.09759605	
DLA-79		-0.09760621	
PLXNA1		-0.0977318	
VTI1B		-0.09775288	
MICALL1		-0.09781014	
FAM71B		-0.0979547	
CHCHD3		-0.098097995	
SLCO5A1		-0.09812661	
CXHXorf65		-0.098189406	
RHCG		-0.098278	
MAGI2		-0.09845269	
B3GNT6		-0.09851964	
UTS2B		-0.09862107	
ABCC12		-0.09864328	
SCAMP2		-0.098833136	
TRNAI-AAU-8		-0.09907488	
NOS2		-0.09908339	
ARL14EP		-0.09923562	
OR52N2		-0.09924728	
PLCZ1		-0.099270195	
SLC25A31		-0.09944611	
OR13P3		-0.09958034	
RNF144A		-0.09974912	
LRRC69		-0.09979432	
MIR8814		-0.099890746	
FATE1		-0.09995715	
SYAP1		-0.1000263	
OPTN		-0.10026083	
UNC119		-0.10055884	
LCN2		-0.10088445	
GGPS1		-0.10098917	
BTBD7		-0.1011257	
PPFIA4		-0.10128673	
SLC16A14		-0.10135172	
GLYR1		-0.10144833	
SLC38A7		-0.10156466	
SENP1		-0.101583086	
CDK12		-0.10162176	
PTPN21		-0.10166017	
TEX101		-0.101665765	
C1QTNF6		-0.10176415	
NPFFR1		-0.1017805	
ARHGAP44		-0.10183145	
RBM11		-0.10222839	
MFSD4B		-0.10234216	
CNKSR3		-0.102367416	
BLZF1		-0.10245327	
NACC1		-0.10280291	
SOHLH2		-0.102858864	
DMC1		-0.10288039	
SLC25A40		-0.10290369	
SPINK1		-0.10298368	
RAPGEF6		-0.10300221	
LALBA		-0.1031826	
JRKL		-0.103379905	
C9H9orf50		-0.10358319	
STARD9		-0.103631325	
CTCFL		-0.10376009	
EIF3M		-0.10396036	
CALY		-0.104248196	
MRPS24		-0.10444749	
SNRPA1		-0.104554646	
MPIG6B		-0.10465785	
NUDC		-0.10479889	
DNAJC17		-0.104834676	
NUBPL		-0.10498965	
CNGA2		-0.10499047	
PRXL2B		-0.10499585	
PHACTR3		-0.1051307	
CSNK1G1		-0.105317734	
FARP1		-0.10539607	
MSX2		-0.10548186	
HDAC1		-0.10549426	
CAPN8		-0.10553102	
LEXM		-0.105752535	
NSMCE1		-0.105795495	
H2BC1		-0.10580083	
CAMK4		-0.10589723	
GRAMD1B		-0.10592557	
ACVR2B		-0.1059469	
ATP6V1D		-0.10611014	
VRK3		-0.1061646	
PIK3R6		-0.10641138	
IFNA5		-0.10641198	
SLC38A3		-0.10643953	
PTX3		-0.10648273	
CCDC127		-0.10655482	
DLG2		-0.10656574	
SLC9A3		-0.10672636	
ZNF184		-0.10684604	
CCDC168		-0.10692941	
SLC7A9		-0.10694298	
TADA2B		-0.107020445	
KLHDC1		-0.10703572	
NCKAP1L		-0.107083745	
CA2		-0.10709143	
RFXAP		-0.10715505	
CBFA2T2		-0.10716642	
E2F1		-0.10722419	
WDFY4		-0.1072671	
CCDC81		-0.10729693	
PHF10		-0.107355505	
NAP1L2		-0.10752288	
FBXL18		-0.107610285	
NUP155		-0.10806873	
TPPP2		-0.108250424	
MLC1		-0.10838045	
FAM76B		-0.1085472	
HYOU1		-0.108675055	
ERC1		-0.10868424	
POC1B		-0.108717576	
LHFPL4		-0.10883917	
TAS2R40		-0.1090094	
PLAC1		-0.10926064	
LRP1B		-0.10930278	
KIFC3		-0.10936801	
MLIP		-0.10944929	
GPBP1		-0.1096441	
SLC45A2		-0.10965762	
EAF1		-0.109663256	
CDRT1		-0.109678574	
TDRD1		-0.10970596	
LITAFD		-0.10971997	
DNMT3B		-0.10973483	
TFPT		-0.10974788	
STC2		-0.109808676	
LIX1		-0.10982528	
MLF1		-0.11005585	
ADA2		-0.11006673	
URM1		-0.110144936	
INSC		-0.110176936	
FAM71C		-0.11022529	
IGSF23		-0.11032841	
MTFR1		-0.11051968	
DMBX1		-0.11070858	
C10H12orf75		-0.1107334	
CD19		-0.11076582	
IER5		-0.11089157	
SOWAHB		-0.11094507	
CCL28		-0.110987164	
NDEL1		-0.11110489	
DHCR24		-0.11127525	
FAM71D		-0.111566134	
GTF2A1		-0.11201702	
COL6A5		-0.112048626	
NUAK2		-0.11215178	
WDR37		-0.112253465	
IGBP1		-0.11228736	
INCA1		-0.11232677	
GRM1		-0.11233985	
DNAH12		-0.11246875	
GAST		-0.1124815	
OSCAR		-0.11254723	
ATAD1		-0.11307252	
CEBPE		-0.113094255	
PNPLA4		-0.11318734	
NEK1		-0.11321555	
INAFM2		-0.1133401	
FAAP20		-0.1133685	
GMEB1		-0.11349167	
TMEM222		-0.113719694	
SLC6A11		-0.11380951	
SLITRK1		-0.11382328	
PRMT8		-0.11386476	
UBE3D		-0.114098996	
OLFM3		-0.11412793	
DUSP21		-0.11415896	
RAB31		-0.11423692	
CDK19		-0.11426378	
FCN2		-0.11435181	
ANKRD53		-0.11446684	
WDR26		-0.1146574	
MKRN3		-0.11465981	
GPR156		-0.11487743	
CTBS		-0.11492843	
PAK1		-0.11499327	
ZBED9		-0.11507147	
AHI1		-0.115381815	
MYNN		-0.11548958	
HMGB3		-0.11550468	
TMEM129		-0.11554198	
METTL25		-0.11558975	
FAR1		-0.1157174	
SCAND1		-0.11607696	
AARS1		-0.11621462	
PNKD		-0.11626553	
SNRNP40		-0.116298094	
LEP		-0.11635984	
STARD6		-0.116374	
TFR2		-0.1164198	
ZSWIM3		-0.11642408	
APPL1		-0.11655202	
CRISP2		-0.116704315	
GATAD2A		-0.116851926	
OR5J2		-0.116881885	
OAZ3		-0.11694906	
LCN15		-0.11696576	
MAP2K5		-0.11714735	
SPHKAP		-0.11726786	
ANKAR		-0.11727915	
MACIR		-0.117370754	
ZCCHC3		-0.117371224	
SLC26A7		-0.117372096	
PCNA		-0.11739768	
OLFM1		-0.11740003	
TBX6		-0.11740316	
ROR2		-0.11751429	
SCG3		-0.117639706	
F2RL3		-0.117714666	
RMDN2		-0.117807776	
FGF6		-0.11793975	
H2AP		-0.11812334	
LRP11		-0.11820593	
IGFLR1		-0.118245006	
EPHA10		-0.11845044	
MLPH		-0.118595675	
MIR8829		-0.11869612	
H2AC16		-0.1187818	
RAD9B		-0.11880895	
ADRA1A		-0.11881415	
TMEM178B		-0.11891656	
EEF1B2		-0.118938126	
L3MBTL4-2		-0.11895155	
DNAJC24		-0.11904644	
CYB561D2		-0.1193218	
KIAA0319L		-0.119376145	
TAF1A		-0.11939186	
TSPAN17		-0.11939924	
KIF26A		-0.11970101	
SCP2D1		-0.11976596	
PPP2R5E		-0.11989468	
BEND2		-0.11990657	
LRRC55		-0.11991602	
OTX2		-0.120156564	
LHFPL1		-0.1201613	
ATP2A2		-0.12017476	
OBSL1		-0.12029095	
PAK5		-0.1204281	
ZCCHC17		-0.12049235	
KCNK15		-0.12050438	
PTGES3		-0.12050806	
ACMSD		-0.1205108	
EFHD1		-0.12051593	
NPAS4		-0.12066367	
TP53TG5		-0.120675154	
MPL		-0.12090029	
SBNO1		-0.120905146	
CAMSAP2		-0.12104043	
EPB41L3		-0.121050015	
EXOC6B		-0.12117402	
ZKSCAN2		-0.121325016	
CENPK		-0.121445216	
ETF1		-0.1214843	
LHFPL2		-0.121706806	
TRIM32		-0.121780515	
ERICH6B		-0.12196952	
TAF5L		-0.12211301	
CNOT2		-0.12212308	
MAPRE2		-0.122147515	
CBY3		-0.12219527	
USP21		-0.12224497	
SEMA6C		-0.12227985	
CLIP1		-0.12233499	
C33H3orf85		-0.12262531	
GAS7		-0.12267086	
NPHS2		-0.122675695	
CHP2		-0.12272492	
FOXC2		-0.1228265	
DDX59		-0.12286779	
PRDX5		-0.12290572	
FAM204A		-0.12294107	
NDUFC2		-0.1231083	
LRRD1		-0.12317659	
C8H14orf39		-0.12325018	
DCDC2C		-0.12330077	
PASD1		-0.12330161	
POU3F1		-0.1233027	
MBOAT2		-0.1234685	
STRIP2		-0.12360184	
LIMS2		-0.12360723	
COPE		-0.123716325	
GOSR1		-0.12380629	
ZMYM5		-0.123832166	
OR5AC26		-0.12387736	
DCAF13		-0.1240333	
CCDC117		-0.12407254	
UBE2D2		-0.12428647	
HEATR6		-0.12429986	
SPRY3		-0.12432116	
MRPL1		-0.12449479	
ASNS		-0.12456995	
HARBI1		-0.12467189	
DOCK6		-0.12487409	
TCERG1L		-0.12493698	
PSME3IP1		-0.124941416	
C24H20orf141		-0.12501353	
SERBP1		-0.12505017	
TMEM269		-0.12507078	
EQTN		-0.1252262	
SLC5A8		-0.12533408	
KCND1		-0.12535776	
MYT1		-0.12546338	
C23H3orf86		-0.12587725	
PEG10		-0.12601776	
FAM83A		-0.1263119	
SPINK2		-0.12638402	
SMC1B		-0.12642111	
WIPI2		-0.12655222	
SYT13		-0.12673455	
IL18R1		-0.12678853	
BCL2L14		-0.12679899	
THAP5		-0.12695423	
ST6GALNAC5		-0.12696478	
CHML		-0.12718423	
OR8D4		-0.12729245	
ZAN		-0.1273374	
DNAH7		-0.12743142	
PRSS16		-0.127583	
MYCN		-0.12761103	
CLCN7		-0.12769417	
NECAB3		-0.12783098	
TVP23A		-0.12788309	
TPH2		-0.1279422	
ZC3H8		-0.12801582	
WDR35		-0.12803611	
DEFB4A		-0.12804198	
CDKN2AIPNL		-0.12825012	
MPP5		-0.12838624	
SPEM2		-0.12851992	
TMEM252		-0.12868452	
OXR1		-0.1288244	
SMG7		-0.12890331	
ACTL9		-0.12896462	
SLC19A1		-0.12933326	
FANCA		-0.12942101	
CLDND1		-0.12944347	
XIRP2		-0.12948748	
SMARCA2		-0.12967727	
SYCP2		-0.12972644	
EIF4EBP3		-0.12974049	
UBE2K		-0.1298556	
SLC11A1		-0.12991375	
PPP5C		-0.13008246	
TIAM2		-0.13011366	
FAM71F1		-0.13016632	
SEC14L1		-0.13026859	
GSTO2		-0.13027155	
ACTB		-0.13033316	
CFP		-0.13037689	
OFD1		-0.13040328	
USO1		-0.13045275	
UBE2G1		-0.13048375	
ANAPC11		-0.13055214	
METTL8		-0.13064362	
H2BC15		-0.13088003	
SLC34A1		-0.13099448	
ARHGAP28		-0.13102661	
NDUFB5		-0.1310529	
BCAT2		-0.13110255	
MPZL3		-0.13153283	
DAB1		-0.1318674	
ZSCAN31		-0.13193072	
WDR25		-0.13202184	
TESK2		-0.1322106	
SPEM3		-0.13226178	
XIRP1		-0.13228175	
P3R3URF		-0.13257666	
GRM6		-0.13262616	
OR14I2		-0.13279217	
NBR1		-0.13279653	
MAP1LC3A		-0.13279773	
CEP162		-0.13285366	
AKAP10		-0.13297541	
ASPHD1		-0.13300456	
WDR70		-0.1331529	
FAM71A		-0.1331939	
RYR1		-0.13325891	
OR9S22		-0.13329887	
BCAS1		-0.13333228	
OSBPL8		-0.13348478	
CCNE2		-0.13361463	
WNK1		-0.13363513	
LMF1		-0.13363796	
WWC3		-0.13378996	
TSSK6		-0.13379447	
SOSTDC1		-0.13389644	
CNTN2		-0.13399003	
GLT1D1		-0.13408636	
TRMT1L		-0.13422602	
ASAP2		-0.13456734	
PNMA2		-0.13460678	
POLR2E		-0.13472277	
KIF5B		-0.13472715	
TXNDC8		-0.1347343	
SYT2		-0.1347769	
FAM13B		-0.13487445	
XRCC4		-0.13499905	
PDILT		-0.13518807	
C1H9orf3		-0.1353099	
MS4A5		-0.13531758	
NUP93		-0.13543095	
ASXL2		-0.13560681	
SLC6A3		-0.13571016	
CUZD1		-0.13576336	
PSMA5		-0.13578735	
NFIC		-0.13592586	
MTUS2		-0.13622755	
KLK2		-0.13627546	
NUP35		-0.136318	
GASK1A		-0.13647602	
TLX2		-0.13671291	
TENT5C		-0.13672294	
CCDC138		-0.13682146	
SUN3		-0.13694675	
FGF22		-0.13696119	
LVRN		-0.13697317	
ACER1		-0.13737066	
TNFRSF21		-0.13738637	
WDR20		-0.13739	
SUMO2		-0.13740021	
ZFAND3		-0.13743745	
CKM		-0.13745153	
NDC1		-0.13749027	
ASCC2		-0.13764946	
SAMD8		-0.13765782	
FMR1NB		-0.13773628	
STX5		-0.13777868	
FAM89B		-0.13779417	
CCDC69		-0.13785508	
ACTL8		-0.13790688	
RAB11FIP1		-0.1380016	
SCT		-0.13800812	
TMEM265		-0.13801901	
CRSP-2		-0.13819717	
NCAPG2		-0.1382002	
CMKLR1		-0.13843584	
MAP3K10		-0.13857187	
BRIP1		-0.13860984	
NXF3		-0.1386121	
ACOX1		-0.13865148	
SEC24D		-0.13877976	
ZNF407		-0.13878053	
SPEM1		-0.13893025	
CDKN2B		-0.13894342	
C9H17orf75		-0.13897187	
ZNF382		-0.13911565	
FRMPD1		-0.13943678	
WASF3		-0.13944094	
DNAJB7		-0.1395216	
SNTB2		-0.13960421	
C22H13orf46		-0.13960841	
NEURL2		-0.13970932	
C28H10orf53		-0.13991907	
CCP110		-0.14025034	
TCP11L2		-0.14032455	
CD177		-0.1404774	
SERF2		-0.14059857	
RAMAC		-0.14063354	
EMC3		-0.14066051	
ABHD4		-0.14072053	
BLCAP		-0.14092667	
COASY		-0.14093794	
TRMT10C		-0.14130655	
GFM2		-0.14137837	
PPP4R3B		-0.1414965	
A2ML1		-0.14153987	
NDUFB6		-0.14155944	
WDR3		-0.14158292	
ANKIB1		-0.14167936	
NXT2		-0.14168291	
RAD51D		-0.14176187	
SLC6A7		-0.1418337	
RAVER1		-0.14184132	
NLRP1		-0.14202796	
CFAP299		-0.1421322	
ASB5		-0.14221178	
APLNR		-0.14223827	
KIAA0825		-0.14224623	
OSBPL9		-0.14225297	
ADORA2B		-0.14225946	
KCNK10		-0.14236261	
BABAM1		-0.1424602	
C6H16orf82		-0.14277469	
PIWIL2		-0.14279963	
GLP1R		-0.14292692	
FOXP2		-0.14293392	
CBL		-0.1429735	
EEF1A2		-0.14313646	
SMAP2		-0.14328417	
DIO2		-0.14336881	
SLC25A41		-0.14360248	
MAP1LC3B		-0.14362851	
CACNA1S		-0.14364164	
GTPBP1		-0.14370534	
C15H12orf50		-0.14375097	
FGF8		-0.14383845	
STOML1		-0.1438504	
NSUN2		-0.14389019	
TEKT5		-0.14401595	
TLE4		-0.14413923	
CPXM1		-0.1442357	
NDUFA13		-0.14425665	
RELA		-0.1442632	
SAXO1		-0.1443385	
ALMS1		-0.14448442	
HES6		-0.144689	
MFAP3L		-0.14469853	
UNC13A		-0.14472806	
UBE2E2		-0.14474136	
TMEM239		-0.14481527	
TLE6		-0.14491026	
RTP1		-0.14496307	
PRKCB		-0.14499705	
TRIM45		-0.14501813	
OSGIN1		-0.14508219	
C25H8orf74		-0.14540452	
ACTRT2		-0.14546613	
RBBP6		-0.14548951	
TEPP		-0.14550501	
C28H10orf62		-0.14554147	
B3GNT4		-0.14588502	
SEMA7A		-0.14593099	
GPR142		-0.14601052	
TEX28		-0.146016	
SIAH1		-0.1460522	
MMP13		-0.14607388	
CCDC112		-0.14608718	
GK2		-0.14619276	
CD300E		-0.14624003	
LRRC31		-0.14638086	
ZDBF2		-0.14655739	
ADAMTS7		-0.14674112	
PIGN		-0.14680459	
INTS3		-0.14682022	
KCNE3		-0.14706177	
LNPEP		-0.1471824	
KIFAP3		-0.14730419	
LCP1		-0.14734201	
FZD9		-0.1476329	
GPR153		-0.14772965	
SCML1		-0.14776044	
SOX6		-0.14780708	
CNBD2		-0.1482974	
CYP2E1		-0.1483579	
ANTXR2		-0.14837682	
TRAPPC6B		-0.14843094	
REM2		-0.14855422	
NAA15		-0.1486075	
TFG		-0.14865106	
TNNI1		-0.14866994	
UBQLNL		-0.14896737	
TRIM68		-0.14903292	
SARAF		-0.14904876	
KIAA1210		-0.14909808	
LIN9		-0.14911197	
CCDC71L		-0.14912763	
TRIM42		-0.1491544	
CNTN4		-0.14927773	
SPATA22		-0.14950086	
CCDC192		-0.14959186	
MOCOS		-0.14967144	
PIM1		-0.14973743	
FBXO24		-0.14998111	
ZDHHC19		-0.15005375	
